snip,slice_num,coord_num,beta,pval,is_bonf
22:30287297_CGT_C,1,39,-0.0511644,0.0911617,False
22:30287297_CGT_C,1,40,-0.0538093,0.0763358,False
22:30287297_CGT_C,1,41,-0.0659798,0.0294835,False
22:30287297_CGT_C,1,42,-0.0571357,0.0595708,False
22:30287297_CGT_C,1,43,-0.0542253,0.0747714,False
22:30287297_CGT_C,1,44,-0.0351097,0.247532,False
22:30287297_CGT_C,1,45,-0.0367124,0.227234,False
22:30287297_CGT_C,1,46,-0.0525248,0.0846139,False
22:30287297_CGT_C,1,47,-0.051153,0.0934853,False
22:30287297_CGT_C,1,48,-0.0424859,0.164145,False
22:30287297_CGT_C,1,49,-0.0460871,0.131327,False
22:30287297_CGT_C,1,50,-0.0559295,0.0673957,False
22:30287297_CGT_C,1,51,-0.0370821,0.226506,False
22:30287297_CGT_C,1,52,-0.0368532,0.229383,False
22:30287297_CGT_C,1,53,-0.0474994,0.122172,False
22:30287297_CGT_C,1,54,-0.0562823,0.0675263,False
22:30287297_CGT_C,1,55,-0.0534618,0.0836416,False
22:30287297_CGT_C,1,56,-0.0539245,0.0812679,False
22:30287297_CGT_C,1,57,-0.0543037,0.0794608,False
22:30287297_CGT_C,1,58,-0.0574845,0.0641844,False
22:30287297_CGT_C,1,59,-0.0582354,0.0610619,False
22:30287297_CGT_C,1,60,-0.0461077,0.139078,False
22:30287297_CGT_C,1,61,-0.0562993,0.0713884,False
22:30287297_CGT_C,1,62,-0.062485,0.0462348,False
22:30287297_CGT_C,1,63,-0.0638064,0.041755,False
22:30287297_CGT_C,1,64,-0.0534779,0.0887424,False
22:30287297_CGT_C,1,65,-0.0553307,0.0789518,False
22:30287297_CGT_C,1,66,-0.043603,0.16724,False
22:30287297_CGT_C,1,67,-0.0410828,0.193614,False
22:30287297_CGT_C,1,68,-0.0454138,0.151909,False
22:30287297_CGT_C,1,69,-0.0522177,0.0995664,False
22:30287297_CGT_C,1,70,-0.0362545,0.254321,False
22:30287297_CGT_C,1,71,-0.0369581,0.246137,False
22:30287297_CGT_C,1,72,-0.039739,0.213449,False
22:30287297_CGT_C,1,73,-0.038568,0.228869,False
22:30287297_CGT_C,1,74,-0.0445518,0.164748,False
22:30287297_CGT_C,1,75,-0.0391394,0.224064,False
22:30287297_CGT_C,1,76,-0.0425738,0.18758,False
22:30287297_CGT_C,1,77,-0.0304089,0.347455,False
22:30287297_CGT_C,1,78,-0.0291039,0.369127,False
22:30287297_CGT_C,1,79,-0.0219791,0.498499,False
22:30287297_CGT_C,1,80,-0.0285968,0.380058,False
22:30287297_CGT_C,1,81,-0.0303204,0.353754,False
22:30287297_CGT_C,1,82,-0.0259923,0.426935,False
22:30287297_CGT_C,1,83,-0.030307,0.35518,False
22:30287297_CGT_C,1,84,-0.0165281,0.615555,False
22:30287297_CGT_C,1,85,-0.0259444,0.4317,False
22:30287297_CGT_C,1,86,-0.0192525,0.561053,False
22:30287297_CGT_C,1,87,-0.0155694,0.639182,False
22:30287297_CGT_C,1,88,-0.015255,0.646982,False
22:30287297_CGT_C,1,89,-0.0261525,0.432822,False
22:30287297_CGT_C,1,90,-0.0295988,0.375582,False
22:30287297_CGT_C,1,91,-0.0164158,0.623935,False
22:30287297_CGT_C,1,92,-0.0124788,0.710544,False
22:30287297_CGT_C,1,93,-0.027524,0.413652,False
22:30287297_CGT_C,1,94,-0.0261338,0.438434,False
22:30287297_CGT_C,1,95,-0.0230083,0.497087,False
22:30287297_CGT_C,1,96,-0.0182064,0.591292,False
22:30287297_CGT_C,1,97,-0.0211931,0.532758,False
22:30287297_CGT_C,1,98,-0.0239861,0.480811,False
22:30287297_CGT_C,1,99,-0.028257,0.40707,False
22:30287297_CGT_C,1,100,-0.0287515,0.400518,False
22:30287297_CGT_C,1,101,-0.0318403,0.352667,False
22:30287297_CGT_C,1,102,-0.021645,0.528857,False
22:30287297_CGT_C,1,103,-0.0249888,0.468491,False
22:30287297_CGT_C,1,104,-0.0273947,0.427825,False
22:30287297_CGT_C,1,105,-0.0279025,0.420619,False
22:30287297_CGT_C,1,106,-0.0240693,0.488108,False
22:30287297_CGT_C,1,107,-0.0409883,0.239228,False
22:30287297_CGT_C,1,108,-0.0303155,0.385145,False
22:30287297_CGT_C,1,109,-0.02587,0.460219,False
22:30287297_CGT_C,1,110,-0.0164729,0.638826,False
22:30287297_CGT_C,1,111,-0.016389,0.641667,False
22:30287297_CGT_C,1,112,-0.00799529,0.820627,False
22:30287297_CGT_C,1,113,-0.013602,0.700644,False
22:30287297_CGT_C,1,114,-0.0219502,0.536199,False
22:30287297_CGT_C,1,115,-0.0304539,0.391932,False
22:30287297_CGT_C,1,116,-0.0239662,0.501507,False
22:30287297_CGT_C,1,117,-0.0285341,0.424484,False
22:30287297_CGT_C,1,118,-0.0201387,0.573621,False
22:30287297_CGT_C,1,119,-0.0240251,0.503093,False
22:30287297_CGT_C,1,120,-0.0235036,0.51377,False
22:30287297_CGT_C,1,121,-0.0249261,0.489631,False
22:30287297_CGT_C,1,122,-0.026511,0.462869,False
22:30287297_CGT_C,1,123,-0.0200986,0.578774,False
22:30287297_CGT_C,1,124,-0.0206499,0.569743,False
22:30287297_CGT_C,1,125,-0.0285248,0.432613,False
22:30287297_CGT_C,1,126,-0.02684,0.460905,False
22:30287297_CGT_C,1,127,-0.0134432,0.712799,False
22:30287297_CGT_C,1,128,-0.014675,0.688523,False
22:30287297_CGT_C,1,129,-0.0180932,0.621655,False
22:30287297_CGT_C,1,130,-0.0241306,0.511735,False
22:30287297_CGT_C,1,131,-0.0192659,0.600832,False
22:30287297_CGT_C,1,132,-0.0139974,0.704315,False
22:30287297_CGT_C,1,133,-0.0176457,0.632787,False
22:30287297_CGT_C,1,134,-0.0188344,0.610817,False
22:30287297_CGT_C,1,135,-0.0284967,0.442598,False
22:30287297_CGT_C,1,136,-0.0253493,0.49547,False
22:30287297_CGT_C,1,137,-0.0243584,0.513529,False
22:30287297_CGT_C,1,138,-0.0244662,0.513262,False
22:30287297_CGT_C,1,139,-0.03266,0.3832,False
